IdOportunidad,IdEmpresa,IdPropietario,TipoDivisaAjuste,Zona,Importe,FechaCierre,Participantes
0068X00001J86CmQAJ,0018X00003EzoAGQAZ,005UG000001VnS5YAK,MXN,Zona 1,23500,31/12/2024 00:00,16
0068X00001LSg5uQAD,0018X00003HtWRNQA3,0058X00000GNvZSQA1,USD,Zona 1,cero,31/12/2024 00:00,Sin datos
0068X00001LSgCPQA1,0018X00003O5bpAQAR,0058X00000GNvZSQA1,USD,Zona 1,cero,31/12/2024 00:00,Sin datos
0068X00001LSgCPQA1,0018X00003O5bpAQAR,0058X00000GNvZSQA1,USD,Zona 1,cero,31/12/2024 00:00,Sin datos
0068X00001LSgMsQAL,0018X00003O5c1hQAB,0058X00000GNvZSQA1,USD,Zona 1,cero,31/12/2024 00:00,Sin datos
006UG000003l4phYAA,0013f000003TnJRAA0,0052M000008ag3jQAA,MXN,Zona 5,263184,31/12/2024 00:00,0
006UG000004Sy70YAC,0018X00003P5wctQAB,0052M000008Jq5HQAS,USD,,130000,31/12/2024 00:00,Sin datos
006UG000006JAhlYAG,0012M000029HZGHQA4,0058X00000Gotl2QAB,USD,Zona 1,44200,31/12/2024 00:00,0
006UG000007DglOYAS,0014100001uMubeAAC,0058X00000FQzgUQAT,MXN,Zona 2,225000,31/12/2024 00:00,Sin datos
006UG000007DglOYAS,0014100001uMubeAAC,0058X00000FQzgUQAT,MXN,Zona 2,225000,31/12/2024 00:00,Sin datos
006UG000007jHdOYAU,001UG000009FwuXYAS,00541000007Mjh2AAC,USD,Zona 1,12290,31/12/2024 00:00,0
006UG000007KpYbYAK,0014100001uMqWwAAK,00541000007Mjh2AAC,USD,Zona 1,19200,31/12/2024 00:00,0
006UG000007mqmgYAA,001UG000009FtLaYAK,00541000007Mjh2AAC,USD,Zona 1,39000,31/12/2024 00:00,30
006UG000007NbPTYA0,001UG000008oRZtYAM,0053f000000ERMNAA4,MXN,Zona 2,294797,31/12/2024 00:00,25
006UG000007z1hWYAQ,0013f000004YkX1AAK,00541000007Mjh2AAC,USD,Zona 1,13750,31/12/2024 00:00,Sin datos
006UG000008hdnuYAA,0014100001uMqQ2AAK,0053f000000ERMNAA4,MXN,Zona 2,500000,31/12/2024 00:00,0
006UG000008IcTdYAK,0018X000038OLSdQAO,005UG000000Q3VJYA0,MXN,Zona 4,562700,31/12/2024 00:00,Sin datos
006UG000009mslhYAA,0018X00003HsOkSQAV,005UG000000Q3VJYA0,MXN,Zona 4,cero,31/12/2024 00:00,Sin datos
006UG000009mslhYAA,0018X00003HsOkSQAV,005UG000000Q3VJYA0,MXN,Zona 4,cero,31/12/2024 00:00,Sin datos
006UG000009oI6EYAU,0014100001uNFnFAAW,00541000007Mjh2AAC,USD,Zona 1,26250,31/12/2024 00:00,60
006UG000009oU7NYAU,0014100001uMqy7AAC,00541000007Mjh2AAC,USD,Zona 1,15070,31/12/2024 00:00,Sin datos
006UG00000ABYJyYAP,0018X000032XyXYQA0,005UG000000v17SYAQ,USD,Zona 1,cero,31/12/2024 00:00,3
006UG00000AC15qYAD,001UG00000COhUkYAL,0053f000000ERMNAA4,MXN,Zona 2,78679,31/12/2024 00:00,6
006UG00000AQQvZYAX,001UG00000CnJ93YAF,005UG000000v17SYAQ,USD,Zona 1,51885,31/12/2024 00:00,25
006UG00000AWOUUYA5,001UG00000CuRbJYAV,005UG000000v17SYAQ,USD,Zona 1,15900,31/12/2024 00:00,18
006UG00000AYxftYAD,0012M0000257DFiQAM,00541000002payeAAA,MXN,Zona 3,299000,31/12/2024 00:00,0
006UG00000BA34jYAD,001UG00000Dhtt1YAB,0053f000000ERMNAA4,MXN,Zona 2,114780,31/12/2024 00:00,20
006UG00000BfAhpYAF,0013f000002QQedAAG,0058X00000FQzgUQAT,MXN,Zona 2,2486000,31/12/2024 00:00,250
006UG00000BlBcoYAF,001UG00000EQPiiYAH,005UG000002JtxJYAS,MXN,Zona 5,590000,31/12/2024 00:00,15
006UG00000Bq0KAYAZ,0018X000032WvlLQAS,005UG000000v17SYAQ,USD,Zona 1,cero,31/12/2024 00:00,0
006UG00000Bq7OsYAJ,0018X000032WvlLQAS,005UG000000v17SYAQ,USD,Zona 1,cero,31/12/2024 00:00,0
006UG00000BRoooYAD,0018X00003EzoAGQAZ,005UG000001VnS5YAK,USD,Zona 1,21000,31/12/2024 00:00,0
006UG00000BRpMhYAL,0018X00003EzoAGQAZ,005UG000001VnS5YAK,USD,Zona 1,20000,31/12/2024 00:00,5
006UG00000BwzJJYAZ,001UG00000EcfIEYAZ,0053f000000ERMNAA4,MXN,Zona 2,505678,31/12/2024 00:00,0
006UG00000BwzJJYAZ,001UG00000EcfIEYAZ,0053f000000ERMNAA4,MXN,Zona 2,505678,31/12/2024 00:00,0
006UG00000BYUa2YAH,001UG00000CuRbJYAV,005UG000000v17SYAQ,USD,Zona 1,16560,31/12/2024 00:00,18
006UG00000C25EPYAZ,001UG00000EjHpRYAV,0053f000000ERMNAA4,MXN,Zona 2,389000,31/12/2024 00:00,0
006UG00000CaGXEYA3,0014100001uMuXWAA0,00541000007MjftAAC,MXN,Zona 2,118000,31/12/2024 00:00,0
006UG00000Cd065YAB,001UG00000AWtYHYA1,005UG000001VnS5YAK,USD,Zona 1,5000,31/12/2024 00:00,0
006UG00000CDQAgYAP,001UG00000ExpBJYAZ,005UG000000Q3VJYA0,MXN,Zona 4,cero,31/12/2024 00:00,Sin datos
006UG00000ClQeUYAV,001UG00000Fey6UYAR,0058X00000FQzgUQAT,MXN,Zona 2,cero,31/12/2024 00:00,0
006UG00000CmNWTYA3,0013f000002QQedAAG,0058X00000FQzgUQAT,MXN,Zona 2,70500,31/12/2024 00:00,1000
006UG00000CmP0PYAV,0013f000002QQedAAG,0058X00000FQzgUQAT,MXN,Zona 2,2162500,31/12/2024 00:00,10
006UG00000Co1ExYAJ,0014100001uMuPYAA0,0058X00000FQzgUQAT,MXN,Zona 2,cero,31/12/2024 00:00,Sin datos
006UG00000Co1ExYAJ,0014100001uMuPYAA0,0058X00000FQzgUQAT,MXN,Zona 2,cero,31/12/2024 00:00,Sin datos
006UG00000CoceHYAR,0014100001uMubeAAC,0058X00000FQzgUQAT,MXN,Zona 2,cero,31/12/2024 00:00,0
006UG00000Crw3oYAB,001UG00000FnB3KYAV,005UG000002JtxJYAS,MXN,Zona 5,465000,31/12/2024 00:00,0
006UG00000CvMswYAF,001UG00000Frn0LYAR,005UG000001VnS5YAK,USD,Zona 1,8000,31/12/2024 00:00,21
006UG00000CvPZ3YAN,001UG00000Frn0LYAR,005UG000001VnS5YAK,USD,Zona 1,8000,31/12/2024 00:00,10
006UG00000CvPZ3YAN,001UG00000Frn0LYAR,005UG000001VnS5YAK,USD,Zona 1,8000,31/12/2024 00:00,10
006UG00000CXmlOYAT,001UG00000FNKbhYAH,005UG000002JtxJYAS,MXN,Zona 5,473000,31/12/2024 00:00,25
006UG00000CXvztYAD,001UG00000FNIRrYAP,005UG000002JtxJYAS,MXN,Zona 5,180000,31/12/2024 00:00,9
006UG00000DBP3eYAH,0014100001uMqQMAA0,0053f000000ERMNAA4,MXN,Zona 2,315317,31/12/2024 00:00,10
006UG00000Dde69YAB,0013f000002GqZSAA0,00541000007MjgxAAC,MXN,Zona 5,250000,31/12/2024 00:00,20
006UG00000DF537YAD,001UG00000GHZzSYAX,00541000007MjftAAC,MXN,Zona 2,12780,31/12/2024 00:00,25
006UG00000DF537YAD,001UG00000GHZzSYAX,00541000007MjftAAC,MXN,Zona 2,12780,31/12/2024 00:00,25
006UG00000DFnDqYAL,0014100001uMqQ6AAK,0053f000000ERMNAA4,MXN,Zona 2,425000,31/12/2024 00:00,20
006UG00000DfUDxYAN,001UG00000Gn6PeYAJ,0058X00000F1nOsQAJ,MXN,Zona 3,99000,31/12/2024 00:00,15
006UG00000DgVj4YAF,001UG00000GoXXRYA3,005UG000002JtxJYAS,MXN,Zona 5,210000,31/12/2024 00:00,15
006UG00000DgXePYAV,0014100001uMqRvAAK,00541000007MjgZAAS,MXN,Zona 3,179100,31/12/2024 00:00,10
006UG00000DHkYPYA1,0014100001uMqPyAAK,0053f000000ERMNAA4,MXN,Zona 2,50000,31/12/2024 00:00,0
006UG00000DJq53YAD,0014100001uMq6WAAS,00541000007MjftAAC,MXN,Zona 2,cero,31/12/2024 00:00,0
006UG00000DNe8eYAD,001UG00000FziV2YAJ,0058X00000FQzgUQAT,MXN,Zona 2,145000,31/12/2024 00:00,4
006UG00000DNe8eYAD,001UG00000FziV2YAJ,0058X00000FQzgUQAT,MXN,Zona 2,145000,31/12/2024 00:00,4
006UG00000BlBcoYAF,001UG00000EQPiiYAH,005UG000002JtxJYAS,MXN,Zona 5,590000,31/12/2024 00:00,15
006UG000009mslhYAA,0018X00003HsOkSQAV,005UG000000Q3VJYA0,MXN,Zona 4,cero,31/12/2024 00:00,Sin datos
006UG00000Cd065YAB,001UG00000AWtYHYA1,005UG000001VnS5YAK,USD,Zona 1,5000,31/12/2024 00:00,0
006UG00000Bq0KAYAZ,0018X000032WvlLQAS,005UG000000v17SYAQ,USD,Zona 1,cero,31/12/2024 00:00,0
0068X00001LSgCPQA1,0018X00003O5bpAQAR,0058X00000GNvZSQA1,USD,Zona 1,cero,31/12/2024 00:00,Sin datos
0068X00001J86CmQAJ,0018X00003EzoAGQAZ,005UG000001VnS5YAK,MXN,Zona 1,23500,31/12/2024 00:00,16
006UG000007jHdOYAU,001UG000009FwuXYAS,00541000007Mjh2AAC,USD,Zona 1,12290,31/12/2024 00:00,0
006UG00000CvPZ3YAN,001UG00000Frn0LYAR,005UG000001VnS5YAK,USD,Zona 1,8000,31/12/2024 00:00,10
006UG00000AC15qYAD,001UG00000COhUkYAL,0053f000000ERMNAA4,MXN,Zona 2,78679,31/12/2024 00:00,6
006UG00000DfUDxYAN,001UG00000Gn6PeYAJ,0058X00000F1nOsQAJ,MXN,Zona 3,99000,31/12/2024 00:00,15
006UG00000BlBcoYAF,001UG00000EQPiiYAH,005UG000002JtxJYAS,MXN,Zona 5,590000,31/12/2024 00:00,15
006UG00000BYUa2YAH,001UG00000CuRbJYAV,005UG000000v17SYAQ,USD,Zona 1,16560,31/12/2024 00:00,18
006UG000007FpRBYA0,0012M000021WIDSQA4,00541000007MjgFAAS,MXN,Zona 1,cero,30/12/2024 00:00,15
006UG000008pRcfYAE,0018X00003B3PlcQAF,0053f000000ERMNAA4,MXN,Zona 2,100000,30/12/2024 00:00,15
006UG000008pRcfYAE,0018X00003B3PlcQAF,0053f000000ERMNAA4,MXN,Zona 2,100000,30/12/2024 00:00,15
006UG000008pRcfYAE,0018X00003B3PlcQAF,0053f000000ERMNAA4,MXN,Zona 2,100000,30/12/2024 00:00,15
006UG0000098jKYYAY,001UG00000AoRX7YAN,0058X00000Gotl2QAB,MXN,Zona 1,cero,30/12/2024 00:00,Sin datos
006UG0000098jKYYAY,001UG00000AoRX7YAN,0058X00000Gotl2QAB,MXN,Zona 1,cero,30/12/2024 00:00,Sin datos
006UG0000098prOYAQ,0018X00003O5kiiQAB,0058X00000Gotl2QAB,MXN,Zona 1,cero,30/12/2024 00:00,Sin datos
006UG0000098vITYAY,0018X00003O5kiiQAB,0058X00000Gotl2QAB,USD,Zona 1,9800,30/12/2024 00:00,50
006UG0000098w85YAA,0018X00003O5kiiQAB,0058X00000Gotl2QAB,MXN,Zona 1,cero,30/12/2024 00:00,0
006UG000009CHuLYAW,001UG00000AH8hmYAD,005UG000001k86rYAA,MXN,Zona 1,144000,30/12/2024 00:00,25
006UG000009jo1tYAA,001UG00000Bub57YAB,005UG000001k86rYAA,USD,Zona 1,26111,30/12/2024 00:00,100
006UG000009jo1tYAA,001UG00000Bub57YAB,005UG000001k86rYAA,USD,Zona 1,26111,30/12/2024 00:00,100
006UG000009Q5F1YAK,001UG00000AH8hmYAD,005UG000001k86rYAA,MXN,Zona 1,760000,30/12/2024 00:00,0
006UG00000AHPSTYA5,0018X00003BVc24QAD,005UG000000v17SYAQ,USD,Zona 1,8390,30/12/2024 00:00,3
006UG00000AxEnaYAF,0018X00003NKgS5QAL,0058X00000Gotl2QAB,USD,Zona 1,67830,30/12/2024 00:00,30
006UG00000AxICtYAN,0018X00003NKgS5QAL,0058X00000Gotl2QAB,USD,Zona 1,1500,30/12/2024 00:00,40
006UG00000AxOIHYA3,0018X00003NKgS5QAL,0058X00000Gotl2QAB,USD,Zona 1,11800,30/12/2024 00:00,80
006UG00000AxOIHYA3,0018X00003NKgS5QAL,0058X00000Gotl2QAB,USD,Zona 1,11800,30/12/2024 00:00,80
006UG00000AxOwbYAF,0018X00003NKgS5QAL,0058X00000Gotl2QAB,MXN,Zona 1,cero,30/12/2024 00:00,0
006UG00000BeAjtYAF,0014100001uMqxNAAS,0053f000000ERMNAA4,MXN,Zona 2,98613,30/12/2024 00:00,1
006UG00000BQlUnYAL,0014100001uNFnFAAW,005UG000001VnS5YAK,MXN,Zona 1,90000,30/12/2024 00:00,0
006UG00000BQlUnYAL,0014100001uNFnFAAW,005UG000001VnS5YAK,MXN,Zona 1,90000,30/12/2024 00:00,0
006UG00000CIHhtYAH,001UG00000F3vvbYAB,005UG000000v17SYAQ,USD,Zona 1,1250,30/12/2024 00:00,200
006UG00000D09n0YAB,0014100001uMsEQAA0,00541000007MjftAAC,MXN,Zona 2,338000,30/12/2024 00:00,200
006UG00000D0jgpYAB,0014100001uMsEQAA0,00541000007MjftAAC,MXN,Zona 2,338000,30/12/2024 00:00,200
006UG00000D0q2NYAR,0014100001uMsEQAA0,00541000007MjftAAC,MXN,Zona 2,307500,30/12/2024 00:00,100
006UG00000D0uQwYAJ,0012M000028jWGRQA2,00541000007MjftAAC,MXN,Zona 2,45250,30/12/2024 00:00,0
006UG00000D0wVxYAJ,0014100001uMsEQAA0,00541000007MjftAAC,MXN,Zona 2,338000,30/12/2024 00:00,200
006UG00000D1UcTYAV,0014100001uMrNUAA0,00541000007MjftAAC,MXN,Zona 2,140000,30/12/2024 00:00,20
006UG00000D49mpYAB,0014100001uMr5CAAS,0058X00000GBaShQAL,MXN,Zona 2,675000,30/12/2024 00:00,20
006UG000009jo1tYAA,001UG00000Bub57YAB,005UG000001k86rYAA,USD,Zona 1,26111,30/12/2024 00:00,100
006UG00000AxICtYAN,0018X00003NKgS5QAL,0058X00000Gotl2QAB,USD,Zona 1,1500,30/12/2024 00:00,40
006UG000008AGYLYA4,0018X000032YR7zQAG,005UG000000v17SYAQ,USD,Zona 1,21800,29/12/2024 00:00,30
006UG000008Lto6YAC,001UG00000A5wIYYAZ,005UG000000v17SYAQ,MXN,Zona 1,cero,29/12/2024 00:00,Sin datos
006UG000008Lto6YAC,001UG00000A5wIYYAZ,005UG000000v17SYAQ,MXN,Zona 1,cero,29/12/2024 00:00,Sin datos
006UG00000D3U0TYAV,001UG00000G2964YAB,005UG000000v17SYAQ,USD,Zona 1,15000,29/12/2024 00:00,40
006UG00000D3U0TYAV,001UG00000G2964YAB,005UG000000v17SYAQ,USD,Zona 1,15000,29/12/2024 00:00,40
006UG000008Lto6YAC,001UG00000A5wIYYAZ,005UG000000v17SYAQ,MXN,Zona 1,cero,29/12/2024 00:00,Sin datos
006UG00000D3U0TYAV,001UG00000G2964YAB,005UG000000v17SYAQ,USD,Zona 1,15000,29/12/2024 00:00,40
006UG000008Lto6YAC,001UG00000A5wIYYAZ,005UG000000v17SYAQ,MXN,Zona 1,cero,29/12/2024 00:00,Sin datos
006UG000008lZIjYAM,0018X000038RCVEQA4,005UG000000v17SYAQ,USD,Zona 1,9885,28/12/2024 00:00,25
006UG000009C4PFYA0,0018X00003BVc24QAD,005UG000000v17SYAQ,USD,Zona 1,9576,28/12/2024 00:00,6
006UG000009C4PFYA0,0018X00003BVc24QAD,005UG000000v17SYAQ,USD,Zona 1,9576,28/12/2024 00:00,6
006UG00000CEckrYAD,0013f000004bCqRAAU,005UG000000eQVFYA2,MXN,Zona 4,145000,28/12/2024 00:00,25
006UG00000Cxbr5YAB,0013f000004YI4pAAG,0053f000000DoGpAAK,MXN,Zona 3,300000,28/12/2024 00:00,Sin datos
006UG00000D8xcwYAB,0014100001uMqi4AAC,00541000007Mj4XAAS,MXN,Zona 2,1498500,28/12/2024 00:00,30
006UG00000DRvsNYAT,0014100001uMqG6AAK,0053f000000EybuAAC,MXN,Zona 3,589000,28/12/2024 00:00,6
006UG000004Tc2nYAC,0014100001uMsDVAA0,0058X00000GIoK5QAL,MXN,Zona 4,1200000,27/12/2024 00:00,Sin datos
006UG000004TcNlYAK,0014100001uMsDVAA0,0058X00000GIoK5QAL,MXN,Zona 4,1200000,27/12/2024 00:00,Sin datos
006UG000009trHpYAI,0013f000004LgaRAAS,0053f000000Df1CAAS,MXN,Zona 3,cero,27/12/2024 00:00,Sin datos
006UG000009wrjXYAQ,0014100001uMq6zAAC,0058X00000GIoK5QAL,MXN,Zona 4,2500000,27/12/2024 00:00,0
006UG00000Cjf4wYAB,001UG00000FcNUPYA3,005UG000002IuAfYAK,MXN,Zona 2,cero,27/12/2024 00:00,Sin datos
006UG00000CP8rVYAT,001UG00000FCwfVYAT,005UG000000v17SYAQ,USD,Zona 1,5890,27/12/2024 00:00,25
006UG00000CP8rVYAT,001UG00000FCwfVYAT,005UG000000v17SYAQ,USD,Zona 1,5890,27/12/2024 00:00,25
006UG00000CyTY6YAN,001UG00000FvqfaYAB,005UG000002IuAfYAK,MXN,Zona 2,cero,27/12/2024 00:00,Sin datos
006UG00000CyTY6YAN,001UG00000FvqfaYAB,005UG000002IuAfYAK,MXN,Zona 2,cero,27/12/2024 00:00,Sin datos
006UG00000D0zgjYAB,0013f000004XqWNAA0,0058X00000H5RD6QAN,MXN,Zona 4,850000,27/12/2024 00:00,Sin datos
006UG00000DIFFdYAP,0014100001uMq70AAC,0053f000000DoGpAAK,MXN,Zona 3,698382,27/12/2024 00:00,Sin datos
006UG00000DiW37YAF,001UG00000GqupjYAB,00541000007MjhWAAS,MXN,Zona 2,895000,27/12/2024 00:00,0
006UG00000DIFFdYAP,0014100001uMq70AAC,0053f000000DoGpAAK,MXN,Zona 3,698382,27/12/2024 00:00,Sin datos
0068X00001KvsMAQAZ,0018X00003NLBqiQAH,0058X00000GoyezQAB,MXN,Zona 3,187700,26/12/2024 00:00,Sin datos
006UG000002u7aMYAQ,0014100001zzCTpAAM,00541000007MjgwAAC,MXN,Zona 5,600000,26/12/2024 00:00,90
006UG000002u7aMYAQ,0014100001zzCTpAAM,00541000007MjgwAAC,MXN,Zona 5,600000,26/12/2024 00:00,90
006UG00000BeKGEYA3,0018X00003Eyj63QAB,005UG000002IuAfYAK,MXN,Zona 2,cero,26/12/2024 00:00,Sin datos
006UG00000BeKGEYA3,0018X00003Eyj63QAB,005UG000002IuAfYAK,MXN,Zona 2,cero,26/12/2024 00:00,Sin datos
006UG000007wltlYAA,0013f000003SkU2AAK,0058X00000GIoJvQAL,MXN,Zona 4,2224182,25/12/2024 00:00,60
006UG00000BAnabYAD,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,cero,21/12/2024 00:00,Sin datos
006UG00000BBpaNYAT,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,265000,21/12/2024 00:00,30
006UG00000BBryjYAD,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,945000,21/12/2024 00:00,Sin datos
006UG00000BBwNJYA1,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,310000,21/12/2024 00:00,150
006UG00000ARNHLYA5,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,cero,20/12/2024 00:00,Sin datos
006UG00000ARNHLYA5,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,cero,20/12/2024 00:00,Sin datos
006UG00000B5XHxYAN,0013f00000715T7AAI,0058X00000GIoK5QAL,MXN,Zona 4,400000,20/12/2024 00:00,Sin datos
006UG00000BG0XBYA1,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,516400,20/12/2024 00:00,0
006UG00000BRi9vYAD,001UG00000E3RwTYAV,005UG000002N60MYAS,MXN,Zona 4,cero,20/12/2024 00:00,30
006UG00000BRjvZYAT,001UG00000E40mDYAR,0058X00000H5RD6QAN,MXN,Zona 4,10150000,20/12/2024 00:00,0
006UG00000CJU8LYAX,0013f000002GMW7AAO,00541000007Mjg5AAC,MXN,Zona 3,1000000,20/12/2024 00:00,19
006UG00000D59xdYAB,001UG00000DcOTFYA3,005UG000001k86rYAA,USD,Zona 1,2500,20/12/2024 00:00,Sin datos
006UG00000D6NYlYAN,0014100001uMq7FAAS,00541000007MjgQAAS,MXN,Zona 3,400000,20/12/2024 00:00,Sin datos
006UG00000DA7ghYAD,001UG00000FveZaYAJ,005UG000002l28XYAQ,EUR,Zona 3,32000,20/12/2024 00:00,Sin datos
006UG00000DA7ghYAD,001UG00000FveZaYAJ,005UG000002l28XYAQ,EUR,Zona 3,32000,20/12/2024 00:00,Sin datos
006UG00000BRjvZYAT,001UG00000E40mDYAR,0058X00000H5RD6QAN,MXN,Zona 4,10150000,20/12/2024 00:00,0
006UG00000ARNHLYA5,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,cero,20/12/2024 00:00,Sin datos
006UG00000AnXrZYAV,001UG00000DFmrPYAT,005UG000002N6tBYAS,MXN,Zona 5,cero,19/12/2024 00:00,30
006UG00000AWi6bYAD,001UG00000CuUMJYA3,00541000002payeAAA,MXN,Zona 3,cero,19/12/2024 00:00,Sin datos
006UG00000BhU2wYAF,0014100001uMq75AAC,00541000007MjhWAAS,MXN,Zona 2,1200000,19/12/2024 00:00,Sin datos
006UG00000C4WYfYAN,0014100001uNFnnAAG,0053f000000m1eKAAQ,MXN,Zona 3,997000,19/12/2024 00:00,15
006UG00000CE5owYAD,0012M00002ECol0QAD,0058X00000GNvZSQA1,USD,Zona 1,16000,19/12/2024 00:00,30
006UG00000C4WYfYAN,0014100001uNFnnAAG,0053f000000m1eKAAQ,MXN,Zona 3,997000,19/12/2024 00:00,15
006UG00000AlZz3YAF,0014100001uMr3cAAC,0058X00000GNvZSQA1,USD,Zona 1,1500,18/12/2024 00:00,7
006UG00000D7a7JYAR,001UG00000Eg6x0YAB,00541000007MjgXAAS,MXN,Zona 3,1335000,18/12/2024 00:00,30
006UG000007sbWPYAY,0014100001uMqQMAA0,0053f000000ERMNAA4,MXN,Zona 2,534567,17/12/2024 00:00,20
006UG00000D7aTuYAJ,001UG00000Eg6x0YAB,00541000007MjgXAAS,MXN,Zona 3,93000,17/12/2024 00:00,10
006UG00000DbgGwYAJ,001UG00000BjyZZYAZ,0053f000000naCIAAY,MXN,Zona 1,540000,17/12/2024 00:00,40
006UG00000DbiNZYAZ,001UG00000BkF49YAF,0053f000000naCIAAY,MXN,Zona 1,540000,17/12/2024 00:00,35
006UG00000DbgGwYAJ,001UG00000BjyZZYAZ,0053f000000naCIAAY,MXN,Zona 1,540000,17/12/2024 00:00,40
006UG000007sJRRYA2,0014100001uMqQMAA0,0053f000000ERMNAA4,MXN,Zona 2,98613,16/12/2024 00:00,0
006UG00000A5cDPYAZ,0013f00000Af0tfAAB,0053f000000ERMNAA4,MXN,Zona 2,198000,16/12/2024 00:00,16
006UG00000A5cDPYAZ,0013f00000Af0tfAAB,0053f000000ERMNAA4,MXN,Zona 2,198000,16/12/2024 00:00,16
006UG00000ChKUPYA3,0014100001rKnIkAAK,0053f000000ERMNAA4,MXN,Zona 2,300000,16/12/2024 00:00,0
006UG00000CX1UfYAL,001UG00000F7d41YAB,0053f000000ERMNAA4,MXN,Zona 2,289500,16/12/2024 00:00,0
006UG00000D0mzdYAB,0012M00002Cyv8pQAB,0053f000000ERMNAA4,MXN,Zona 2,688900,16/12/2024 00:00,10
006UG00000DGPkXYAX,001UG00000GJEpNYAX,0053f000000ERMNAA4,MXN,Zona 2,500000,16/12/2024 00:00,0
006UG000004OytbYAC,001UG0000054J52YAE,0053f000000ERMNAA4,MXN,Zona 2,150000,15/12/2024 00:00,20
006UG000008pQdNYAU,0013f000003T9f0AAC,0053f000000ERMNAA4,MXN,Zona 2,330000,15/12/2024 00:00,120
006UG000009bmy9YAA,0018X00002zXKcvQAG,0053f000000ERMNAA4,MXN,Zona 2,378576,15/12/2024 00:00,10
006UG00000AcLiPYAV,001UG00000D1dCkYAJ,0053f000000naCIAAY,MXN,Zona 1,1800000,15/12/2024 00:00,0
006UG00000Ba5PSYAZ,001UG0000070FfnYAE,0053f000000naCIAAY,MXN,Zona 1,448200,15/12/2024 00:00,20
006UG00000Ba5PSYAZ,001UG0000070FfnYAE,0053f000000naCIAAY,MXN,Zona 1,448200,15/12/2024 00:00,20
006UG00000Ba6TaYAJ,001UG000002DvvPYAS,0053f000000naCIAAY,MXN,Zona 1,298800,15/12/2024 00:00,30
006UG00000BZ5WLYA1,001UG00000C1c9HYAR,005UG000000Q3VJYA0,MXN,Zona 4,3240000,15/12/2024 00:00,30
006UG00000D5pX3YAJ,0018X000032Ve8kQAC,0053f000000naCIAAY,MXN,Zona 1,2700000,15/12/2024 00:00,60
006UG00000DNoB9YAL,001UG00000GTQ19YAH,005UG000002N6tBYAS,MXN,Zona 5,307000,15/12/2024 00:00,0
006UG00000Ba6TaYAJ,001UG000002DvvPYAS,0053f000000naCIAAY,MXN,Zona 1,298800,15/12/2024 00:00,30
006UG000008hplpYAA,001UG00000AXxA4YAL,0058X00000F1ld7QAB,MXN,Zona 3,592000,14/12/2024 00:00,Sin datos
006UG00000BvmnxYAB,0014100001uMsDhAAK,0058X00000F1ld7QAB,MXN,Zona 3,353000,14/12/2024 00:00,Sin datos
006UG00000BzcwUYAR,0012M0000257DFiQAM,00541000002payeAAA,MXN,Zona 3,371666,14/12/2024 00:00,25
006UG00000C5zlVYAR,0014100001uNFozAAG,0058X00000FQzgUQAT,MXN,Zona 2,785000,14/12/2024 00:00,130
006UG00000CGOx8YAH,001UG000006JsFmYAK,005UG000000eQVFYA2,MXN,Zona 4,80000,14/12/2024 00:00,Sin datos
006UG00000D5ve5YAB,001UG00000G5ZAQYA3,005UG000002ZCMvYAO,MXN,Zona 5,250000,14/12/2024 00:00,Sin datos
006UG00000DHhaXYAT,0014100001uMrF9AAK,005UG000000eQVFYA2,MXN,Zona 4,50000,14/12/2024 00:00,Sin datos
006UG00000DHhaXYAT,0014100001uMrF9AAK,005UG000000eQVFYA2,MXN,Zona 4,50000,14/12/2024 00:00,Sin datos
006UG00000DHhaXYAT,0014100001uMrF9AAK,005UG000000eQVFYA2,MXN,Zona 4,50000,14/12/2024 00:00,Sin datos
006UG000005yyXuYAI,0013f000004LBUOAA4,0058X00000H5RD6QAN,MXN,Zona 4,1912800,13/12/2024 00:00,0
006UG0000060UKPYA2,0014100001uMqxWAAS,0058X00000H5RD6QAN,MXN,Zona 4,74200,13/12/2024 00:00,Sin datos
006UG0000089IYzYAM,0014100001uMuZoAAK,0058X00000H5RD6QAN,MXN,Zona 4,715200,13/12/2024 00:00,30
006UG000008JAFBYA4,0012M00002AAHOmQAP,0058X00000H5RD6QAN,MXN,Zona 4,967200,13/12/2024 00:00,50
006UG000009SJaPYAW,0014100001uMuZoAAK,0058X00000H5RD6QAN,MXN,Zona 4,855500,13/12/2024 00:00,25
006UG00000AzxGkYAJ,0014100001uMrIcAAK,00541000007Mjg5AAC,MXN,Zona 3,1300000,13/12/2024 00:00,Sin datos
006UG00000BAm8HYAT,0014100001uMr5WAAS,0058X00000FQzgUQAT,MXN,Zona 2,cero,13/12/2024 00:00,Sin datos
006UG00000BAPWgYAP,0018X000032VZZxQAO,0058X00000H5RD6QAN,MXN,Zona 4,675500,13/12/2024 00:00,25
